Unnamed: 0,left,right,none
noFood3223322200000000,0.006123252062742291,-0.00516988301068794,0.0008990635089025303
8.0downleft2233223200000000,0.0017548617788337095,-0.006649250421243682,-0.00144953471192615
13.0downleft1243113200000000,-0.01956238103281271,-0.009140075220797916,-0.09445430277224116
18.0downleft1144114100000000,-0.09561792499119552,-0.03926052594289579,-0.07725530557207991
dead,0.0,0.0,0.0
10.0upright4213321100000000,-0.0765142507754891,-0.04193771226796927,-0.06353682170292564
13.0upright4312231100000000,-0.08225217967285149,-0.07260667112112161,-0.08035352746259791
8.0upright3322232200000000,-0.0019497222762508333,-0.0017947420992909934,-0.0020235075836452406
5.0upright2332222300000000,-0.00017325540462150037,0.000290737722961078,-0.00013864226142911123
4.0right1342112300000000,-0.012263395074924787,0.0007740010258193971,-0.029701
2.0downright2233223200000000,0.00037662725505366784,0.01927307627004691,-0.000312726075424065
5.0downright2332222300000000,0.005743702322196394,-0.0011405746194093152,-0.004250577502245497
4.0right3322232200000000,0.0018301581022138035,-8.999999999999997e-08,-9.292566605132718e-05
5.0upright4312231100000000,-0.0393069601,-0.012840489783619758,-0.01890669337443817
2.0upright4213321100000000,0.002588618408752305,-0.00985593435284995,-0.0199
1.0up4114411100000000,0.02792745776440944,-0.029700999999999998,-0.0199
5.0downleft2233223200000000,0.0058743786135447805,-0.003294998276445396,-0.003008789288106185
8.0downleft2134213100000000,6.406598017303918e-07,-0.025971676696399985,-0.13999299084248354
13.0downleft1144114100000000,1.38025083553032e-06,-0.2625435430779846,-0.2452807127963673
1.0up3124312100000000,0.022998647466438312,-0.03950954309355047,-0.14241574865357445
1.0up2233223200000000,0.001529620416989633,0.004462141101963583,0.06385746154413012
noFood1243113200001000,0.005346608594740246,-0.12870988121830204,-0.39937840093297583
1.0up4213321100000000,-0.05362434263566514,-0.03570132794661607,-0.06618571800502956
2.0upright4312231100000000,-0.06899322574151465,-0.06978781505199963,-0.0751838836203812
1.0right3322232200000000,0.0653846045729473,-0.0018523185299797605,0.0016020672555845624
4.0right3421131200000000,-0.05484970563294223,-0.10120805389215076,-0.09095217567157853
10.0downleft3124312100000000,-0.030709006906009337,-0.011818134837915249,-0.3034696686055425
9.0left4114411100000000,-0.3377179590160163,-0.09328444705558003,-0.2822694674017249
5.0upleft4213321100000000,-0.07459333809232423,-0.0023494110410592693,-0.053511026159147074
8.0upleft4114411100000000,-0.04900990099285865,-0.015139640921621284,-0.03940399
5.0upleft3124312100000000,-0.03341866671556413,-0.006814602844232051,-0.3035867819504263
4.0left3124312100000000,-0.020156677437937545,-0.002828230103094609,-0.07725530557207991
5.0downleft2134213100000000,0.00013136204933505223,-0.02286329699107649,-0.24501896981652954
2.0downleft2233223200000000,0.0003615640345960564,0.00975339831191939,-4.361954009039933e-05
5.0downleft1243113200000000,0.002872672543661828,-0.12309172446325073,-0.15425248999588895
9.0up4213321100000000,-0.03782808371166945,-0.0017028813717741603,-0.047477672967146216
10.0upleft4114411100000000,-0.17383137616441327,-0.042783506990030105,-0.19027213177874144
4.0down2332222300000000,0.019525044887591943,-0.0004761172605058083,-0.0005569678776021148
5.0downright2431121300000000,0.00020654691864690952,-0.1823051384778965,-0.091847335649887
2.0downright3421131200000000,0.008720603637592283,-0.03760669785754293,-0.05567926866953294
1.0right4411141100000000,0.03629805911417648,-0.029701,-0.03940399
4.0up4213321100000000,-0.009803730642419656,-0.0017127532529456766,-0.0199291928558085
5.0upleft4114411100000000,-0.12247897700103202,-0.03786727477010129,-0.14854222890512436
2.0upleft3124312100000000,0.017353673934280917,-5.487539787271277e-05,-0.1312541872310217
1.0left2134213100000000,0.061891180238417165,-0.1654862385499124,1.16311550935731e-06
2.0downleft1144114100000000,0.00011597204687433438,-0.0199,-0.0199
4.0up3124312100000000,-0.021317504325245942,-0.003164571961154898,-0.13485685097098074
1.0up2134213100000000,0.06407450763633803,-0.036200552899380664,-0.4519962121957495
4.0down2233223200000000,-0.0012986934436861382,0.0008842609416465177,-0.0021267871487047943
2.0downleft3124312100000000,-0.009142349547800924,0.0162697479108884,-0.14535854893487846
1.0down3223322200000000,0.004739015808468363,0.0012194657667135415,0.00024233347610943019
noFood1144114100001000,0.006820207397298583,-0.4911160767607831,-0.5387780325819043
1.0right4213321100000000,0.017222755989844962,-0.11421372672422572,-0.03598699009746289
2.0upleft2233223200000000,0.017651914460347206,-0.0058782470850426115,0.0034295599017421198
1.0up2332222300000000,0.0006793447865370768,0.06270237277294667,0.0024013811496165736
noFood1342112300001000,0.004465916349109747,-0.4169475708081921,-0.09129788749234878
13.0downright1141111400010000,0.0008580439022858816,-0.06793465209301,-0.06793465209301
9.0right3421131200000000,-9.234729257590097e-05,-0.00992425285684781,-0.01
10.0upright4411141100000000,-0.05844978612909672,-0.0280095286417134,-0.058519850599
noFood4114411100001000,-0.3879558145267854,0.004948932883666564,-0.4900142537504345
noFood2134213100001000,0.005289762386599422,-0.066424674561557,-0.3707618442197053
1.0down2133223200010000,0.048634077026866805,0.0,2.3526549947595053e-07
noFood1223322210001000,6.920059882837281e-05,5.055422590008545e-06,0.001525305060006085
2.0upleft3122212200011000,0.0,0.0003068806801372989,0.05492382655839376
1.0left2312222101000010,0.18761503901128124,0.0,1.6157925830394122e-05
4.0left2231221200100010,0.0,5.357223017188201e-14,5.879659607815721e-09
9.0left2131213100200000,0.0,2.891649193026402e-06,-0.029700999999999998
10.0upleft3124312100000000,-0.01190350733324606,-0.006259006868372727,-0.17383137616441327
9.0left2134213100000000,8.742145400806125e-05,-0.06278315878489997,-0.16157213660308029
4.0left2233223200000000,0.019123948204158227,-0.0016450451126534186,-0.0010544561494187682
1.0left2332222300000000,0.0031593853189231217,0.002312091589838017,0.06415232749656474
noFood2431121300001000,-0.12004077821544361,0.00572489285406496,-0.4814607210361774
1.0down1421131210000000,0.00015155520460421074,-0.0199,0.0
2.0downleft3321232200100000,0.0,0.02287087944922681,7.000834145955317e-09
5.0downleft2312222301000000,0.0,1.3270353738301368e-06,7.861371900953023e-11
4.0down2131121300010000,3.5637683197086875e-06,3.227822221157065e-07,-0.0199
10.0downleft1312112301000000,1.7990049174302712e-07,1.1479800043905918e-09,-0.03940399
13.0downleft1241113200100000,-0.029701,2.7712099703377863e-05,3.326870743235809e-12
13.0upleft3124312100000000,-0.008845273557940958,-0.003166668196664281,-0.19027213177874144
1.0down3124312100000000,-0.026300262691882525,0.06428023194204201,-0.3651686044124812
4.0down2134213100000000,-0.1802701885352604,-0.17378068301989882,-0.18517455474999872
5.0downleft3124312100000000,-0.0010453739557051912,-0.000588348339483733,-0.13994164535871148
4.0left4114411100000000,-0.17383137616441327,-0.012666233449572472,-0.09561792499119552
10.0upleft2134213100000000,1.0315822194523738e-05,-0.01753303908976483,-0.122495380439468
9.0left1144114100000000,1.605361623112836e-05,-0.12247897700103202,-0.11361512828387073
4.0left1243113200000000,0.0001658775023980072,-0.12911506161800068,-0.04601469454774021
1.0left3124312100000000,-0.05262172274957662,-0.02226739228654304,-0.1302204292115412
2.0upleft4114411100000000,-0.0863214339912608,-0.07115922516489748,-0.09561792499119552
18.0upleft4114411100000000,-0.15705680661607313,-0.016757200753133968,-0.14854222890512436
13.0upleft4213321100000000,-0.145807403130834,-0.11136573519980766,-0.11341676959746352
4.0left4213321100000000,-0.2424703561100677,-0.16081643205962834,-0.17091213310867806
1.0left4114411100000000,-0.20638571635634445,0.06076443442571438,-0.13994164535871145
13.0downleft2134213100000000,-0.09406801095387778,-0.036080811450044055,-0.08229234989014281
4.0left2134213100000000,-0.0009348830744542652,-0.09468218491737868,-0.03401750141246588
1.0left2233223200000000,0.0669620788363608,0.001075900650520184,0.004991440310176836
2.0upleft3223322200000000,0.005766921618813189,-2.582301267168413e-05,0.00037747017516140413
5.0downleft1144114100000000,-0.018768901527417014,-0.4060780182297135,-0.4010439935338387
8.0upleft3124312100000000,-0.009666546858086942,-0.006577003879095086,-0.15705680661607313
13.0upleft4114411100000000,-0.1484562222576037,-0.02016934056485133,-0.15705680661607313
10.0upleft4213321100000000,-0.0293116444367418,-0.001909236243067959,-0.02892605329419125
9.0up4312231100000000,-0.0197216171497201,-0.001831679052647859,-0.019822637206387682
9.0up4114411100000000,-0.17383137616441327,-0.026223365970575,-0.09561792499119552
5.0upright3223322200000000,-0.0004678974973216831,-0.0005308847245008751,-0.0004825754569215552
13.0upright3421131200000000,-0.055059995528882064,-0.06374371063428065,-0.05708641475083288
5.0upleft2233223200000000,0.005843678414623393,-0.0001388175834268065,-0.0008683073769253504
2.0upleft2332222300000000,0.00015009371160960982,0.0025054571929248874,0.019541634066124736
5.0upleft3322232200000000,-0.00622872562462996,-0.006302562130545118,-0.006354372445552175
