Unnamed: 0,left,right,none
noFood3223322200000000,0.0877254356403675,0.03622509466905162,0.042900064328541036
1.0left3124312100000000,-0.06326422946123675,0.6411136318494027,-0.4847796874857368
2.0downleft2134213100000000,-0.14217327684020334,0.09010997361117074,-0.1200296141862111
dead,0.0,0.0,0.0
4.0up4213321100000000,-0.00840411224628956,0.012492414255507107,-0.048844603963350185
5.0upright4312231100000000,-0.06644967044076314,0.0035264308005545342,-0.01949636926891137
2.0upright3322232200000000,0.004051784867423753,0.08659595910269151,0.0007189931474025974
1.0up3223322200000000,0.6951527764940814,0.0025365772704799435,0.02683063839566036
noFood2233223200001000,0.1514961955272114,0.01790193402430168,0.024203727269415158
4.0down2132222300010000,0.3138518445882832,0.0004027902571567456,0.01932176786451922
5.0downright2131121300010000,0.13355826177623845,3.095134989086863e-05,-0.13994164535871148
10.0downright1411111401000000,-0.0490099501,0.013470842405930734,-0.09561792499119552
2.0downright2233223200000000,0.006920174943606688,0.2890240414851731,0.008826049119188896
5.0downright2332222300000000,0.007962094777938251,0.002503621687294076,0.021598882984777558
10.0downright2431121300000000,-0.012507632383933412,-0.019943302532351083,-0.038964636350851393
13.0downright1441111400000000,-0.04322808555764874,-0.1437417711488993,-0.15705680661607313
1.0down2233223200000000,0.14236840497740333,0.05491546335551987,0.0654690376869255
2.0downright2332222300000000,0.26672888191824884,0.01411405640705301,0.007930036332159548
5.0downright1342112300000000,-0.047374981718818376,0.03641437704632596,-0.23008852530549845
8.0downright1441111400000000,-0.17840240895017373,-0.08048395450139967,-0.1654862385499124
1.0down3124312100000000,-0.2392276473658361,0.13142112496396827,-0.13402040114964864
4.0down2134213100000000,-0.024045784374741086,0.0410404567247717,-0.377464601911055
5.0downright2233223200000000,0.00017901039494095674,0.012662949555715784,0.00726703339189986
8.0downright2332222300000000,0.002601593561382295,-0.0018425155164942168,0.0006151361725138773
13.0downright2431121300000000,-0.005735653075958579,-0.04830063635787085,-0.10165623715842416
5.0downleft2233223200000000,0.05331069114553488,0.008838174381837208,0.003358424097171049
10.0downleft1243113200000000,0.0037420809559703203,-0.1869273954018948,-0.13281956045297974
13.0downleft1144114100000000,-0.06084169477716184,-0.35725791702177945,-0.3764746051087998
2.0upleft3124312100000000,0.3148808361980207,0.006499607402723985,-0.5786657778452318
1.0left2134213100000000,1.0476302789998098,-0.5341192248302064,-0.0006104928761361362
9.0down1312112301000000,0.004539913727928125,1.5761829283309973e-06,-0.03940399
10.0downright1141111400010000,0.03502858323887155,-0.10466174574128356,-0.11361512828387073
5.0downright1431121310000000,0.007644769000226819,-0.21432185919278104,0.16107554031732307
2.0downright1421131210000000,0.5266364821990268,-0.12247897700103202,0.07712016033903489
1.0down3321232200100000,0.00013942083941674804,1.4280242211771257,0.013586183461374818
2.0downleft3221322200100000,0.001721410924122361,0.4575507919373892,0.00047140042986277306
5.0downleft3121312100100000,0.00023658688373181104,0.08134226979666287,-0.06793465209301
4.0left1114411110000000,-0.09561792499119552,0.4625369205797172,-0.06793465209301
1.0up4213321100000000,-0.4988078085935805,0.6817229130814749,-0.06519383136361477
2.0upright4312231100000000,-0.04289424309286022,0.09342690419831493,-0.01671837191482428
1.0right3322232200000000,0.9766675060850768,0.09849039759702394,0.03537835227725995
noFood3223322200001000,0.1528793418189372,0.049651473902315016,0.050448126265166086
10.0upleft3121312100100000,0.012640552091826395,9.285197965130276e-05,-0.07725530557207991
9.0left2114213101000000,0.09909343046295806,-0.058519850599,0.00019747577500257526
2.0upright4213321100000000,0.12135685027587358,-0.00012943253742165713,-0.06793465209301
1.0up4114411100000000,0.7421848038360681,-0.0490099501,-0.058519850599
4.0up3124312100000000,0.04564872492789555,-0.048940567955968385,-0.40699233969546816
1.0up2134213100000000,0.06827204924186794,-0.4434848507369472,0.24396101519410995
2.0upright2233223200000000,0.003996433712148789,0.08664987472396794,0.3005469572117291
5.0upright3223322200000000,0.011788030041875218,0.006489230605081083,0.0014133550194435432
8.0upright3322232200000000,-0.00039864285241105764,-0.0011224756794064334,-0.0006617337519282537
13.0upright3421131200000000,-0.05962140377538961,-0.09118773707957288,-0.06426563109269331
10.0upright2431121300000000,-0.058945813085551475,-0.09059388099042026,-0.0979659349597224
5.0upright2332222300000000,-0.000438780233538672,0.008050520445792304,0.0003454613102543496
1.0right1243113200000000,-0.018356907670968668,1.0213394174448929,-0.44175954988608856
5.0upleft4213321100000000,-0.2500247630381608,0.03509506678384828,-0.20971234819276546
10.0upleft3124312100000000,-0.008686397076844023,-0.0035190744433142547,-0.595268027321676
13.0upleft4114411100000000,-0.5101097269957948,-0.020254262849838164,-0.5150086297258368
10.0upright4213321100000000,0.0009181946598039584,-0.027485091343095496,-0.10400726865672122
5.0upleft3124312100000000,0.04536383766458669,-0.010475567326051479,-0.7785482127611387
4.0left2134213100000000,0.18045318107869104,-0.5802256891151363,-0.04324352722712898
1.0left2233223200000000,0.9693345306526108,0.0700316278694182,0.2555998777041778
2.0upleft3223322200000000,0.0678951340016027,0.005649544032495772,0.0031199143085757467
1.0up3322232200000000,0.0003104666283604566,0.2442315704094585,0.020316699275355142
noFood2332222300001000,0.20083003679879127,0.07427524909434545,0.06693758778268648
8.0upleft3124312100000000,0.009689238441748951,-0.0018080278492193398,-0.5524767862361891
5.0upleft2134213100000000,0.049314213095547135,-0.5520650286981096,-0.10101257071846463
4.0left1144114100000000,-0.07787521229136253,-0.1540786142520723,-0.12247897700103202
10.0upleft4114411100000000,-0.3894043182464072,-0.05266044264516999,-0.3508973716315976
1.0right4213321100000000,0.8961642242141986,-0.05653590302894925,-0.17479735106292602
4.0right4312231100000000,0.0381837992725392,-0.03773025369218468,-0.07953892778126133
9.0right4411141100000000,-0.03569907190611858,-0.058519850599,-0.058519850599
5.0downright2431121300000000,-0.1752617773252595,-0.03352594777882153,-0.1046229310360402
4.0right3421131200000000,-0.03531790212165415,0.04276147875811684,-0.17856478833968792
4.0left2233223200000000,0.2587997107510845,0.012722894090308249,0.00806948299418015
9.0left2134213100000000,-0.006549502145994981,-0.06806295485188593,-0.11979801758672358
10.0downleft1144114100000000,-0.04391713166104419,-0.3344503279746812,-0.3827098590577118
5.0downleft1243113200000000,0.0401236461554702,-0.2654610099709403,-0.20367488354404487
5.0upleft3223322200000000,0.03661125093071922,0.0008284792524709942,0.008641343965932174
2.0upleft3322232200000000,0.03835426382388197,0.16652799018127626,0.05376773388887005
5.0upleft4312231100000000,-0.17751112391528695,0.03555537228843169,-0.25566574440481776
9.0up4213321100000000,-0.05080998246612675,-0.008852374292122173,-0.07662081680777802
13.0upleft3124312100000000,-0.05347469998782608,-0.10099511647889398,-0.4430952156276621
10.0upleft2134213100000000,-0.06989479535542754,-0.4294349073661953,-0.11422675775424453
9.0left1144114100000000,-0.2531182703487468,-0.2655184692864582,-0.2602996266117196
18.0upleft4114411100000000,-0.10043194509488114,-0.1884236814929844,-0.23765728565289626
13.0upleft4213321100000000,-0.02567060747904913,-0.05434315199443301,-0.11831397472816492
8.0upleft3223322200000000,-0.0002504352977649259,0.0015041104009833688,0.006272555002105374
5.0upleft3322232200000000,0.000808466877307547,0.0061982793118678615,0.019348720771884185
2.0upleft2332222300000000,0.017472932670374534,0.07539094065498297,0.2318443698615543
1.0left1342112300000000,0.14224853435802176,-0.4270748359115637,0.948957664477324
5.0downleft3124312100000000,-0.00579028638034454,0.05064558748915822,-0.5051613403997928
9.0up4114411100000000,0.007374575548225884,-0.12853631942812074,-0.12247897700103202
9.0left3124312100000000,-0.015484042999588096,-0.00042542757819411734,-0.5938040267328902
10.0downleft2134213100000000,-0.006341530801286933,-0.3987614063582369,-0.12330517848586707
10.0upleft4213321100000000,-0.02739439347709749,0.0006841439006446714,-0.10397817490290297
9.0up4312231100000000,-0.058329071702563885,0.011224132828196709,-0.0567694763988988
10.0upright4411141100000000,-0.122478977001032,-0.07610550706307392,-0.09561792499119552
5.0upright3421131200000000,-0.0740207709180457,-0.006488951373365022,-0.0959776823328168
10.0downleft3124312100000000,-0.03683547096804402,-0.002675153072472241,-0.6612091637464346
13.0downleft2134213100000000,5.328312493061004e-05,-0.13322021728541852,-0.5748301721740333
5.0downleft1144114100000000,-0.3311574425766665,-0.3157178586316826,-0.3638145139361288
2.0downleft1243113200000000,0.31590477503188896,-0.025725096801457854,-0.3849156197096078
1.0up3124312100000000,1.0184851015763108,-0.0024721082411590404,-0.5341192248302064
1.0right2233223200000000,0.09304441860142304,0.8707565361117207,0.03403693300456951
noFood2134213100001000,0.05280375248928333,-0.2563964938642525,-0.3852400350002885
9.0left1114114101000000,0.10807481181419132,-0.11361512828387073,-0.0864827525163591
8.0downleft2233223200000000,0.005165198954756943,0.0077035435065288815,0.0016965426987074624
5.0downleft2332222300000000,0.05692188069240114,0.009091916808570749,0.006822767098944747
2.0downleft3322232200000000,0.07417113649429381,0.12529095823020853,0.2236941930990256
1.0down3421131200000000,0.6359276295172998,-0.13219242597303887,0.022320531831267046
1.0left2332222300000000,0.19801653624442425,0.06781505361157195,0.9718981877269572
8.0upleft4213321100000000,-0.4347481075695546,0.00836548839525921,-0.0818911376466642
2.0upleft2134213100000000,0.25777644827420604,-0.4491918600840211,-0.15459595206097115
10.0upright4312231100000000,-0.04787638638892727,0.0008120164626706312,-0.1003070637829396
5.0upleft4114411100000000,-0.528701916615521,0.014097606218368431,-0.5101097269957948
4.0right2431121300000000,-0.010048646096115556,0.0018922810888361461,-0.011006659566665742
5.0downright1441111400000000,0.03092243960960197,-0.05826555922698245,-0.10466174574128356
18.0downleft1144114100000000,0.00040763919016421955,-0.4950632096909594,-0.6622455991010979
4.0down2431121300000000,0.07369328577126792,-0.2678988804399404,-0.054761272149422335
9.0down1441111400000000,-0.009897301962069982,-0.4483075649540186,-0.3888827604671347
5.0upright4411141100000000,-0.1126150896015174,-0.0837955271846007,-0.10466174574128356
5.0upleft1223322210000000,6.204552797444449e-06,0.14075239409251675,6.6387972685137845e-06
8.0upleft3121312100100000,0.013555591788370677,3.520377992678462e-05,-0.06793465209301
13.0upleft1114411110000000,-0.13994164535871148,0.010671709408145632,-0.13125418723102167
10.0upleft4113321100010000,-0.10466174574128356,0.0449098538703492,0.0017757081394451507
